Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
51.........6...47...8.....9..38...16.......3....4.6.....5....938.1..47..63..1....,24,40,17,0,0,0,0,0,0,Easy,
..3.9.5..8.74...3.29..53.7.5...78.24...6........925.8...........8.2.4.9.7....6...,28,35,18,0,0,0,0,0,0,Easy,
7...4..2...1...5.......216.............32.976...9754...5....29.....63.....25...43,26,48,7,0,0,0,0,0,0,Easy,
6..5..9..3....1.42.8..6315..5.6...2..........89...2....6.8.9....2.3....4..3.1....,26,42,12,0,2,0,1,1,0,Expert,
.....3.2.......7...4....8..2...57.4.9.5..4..8.6.2.........8.6...79.423....23...5.,25,42,14,1,0,1,0,0,0,Intermediate,
618.9237.3.......2.5....68.8...6...1..5.2.8.........57.8....7..2......1...7.8.2.6,28,56,25,0,2,2,1,5,4,Expert,
..2..7.3.............1..8......8.72...8.69..4.7..4.....1.4.629......34.1..9..26.8,26,53,2,0,0,0,0,0,0,Easy,
18..5......6..........2.39..9....1....3.8...6......9.4...8..4...24.356..8..1..5.3,25,44,12,0,0,0,0,0,0,Easy,
...5.27........618......3.........5..9..672.16..2..8....67.5.....39.....97...358.,26,72,11,1,0,0,0,6,8,Expert,
8675....3.9...867.4.5......136..........8.7........91......61..5.......4..9.1..8.,25,41,15,0,0,0,0,0,0,Easy,
6...3.....4..7.6.......9.5.2...9............14.9...7..9.5...3..1...6..2..7.4.1.6.,23,44,14,0,0,3,0,0,0,Intermediate,
.4...2..3..57.1.6.23..4.58..57.2...4..26......6.......1...7.....2..5......4..8...,25,48,8,0,0,0,0,0,0,Easy,
...64.......5..3...5..38..4..78..92........3..4..7.5.67.8..62.3....8.....642..7..,27,91,20,1,2,2,1,10,10,Expert,
.983....5.....1.867..............9.81.67.5.34..5.........6...1....5.3..9....185..,25,26,28,0,0,1,0,2,0,Expert,
8......2....8......9......17...9......965.3....6.31.583.....6...1.2...856...1....,24,138,28,4,0,0,1,15,24,Expert,
.7....65..64......8.......2....8...6...45..38..97.24......75.....3.......25.....3,23,58,0,0,0,0,0,0,0,Simple,
.4.7.......7.......32.9..5......7...4....6....8.3.....6..8...357....2..9..463..27,24,43,14,0,1,3,0,3,2,Expert,
..3...2..451..7.8.6..5.....7.5.4..61...6.3.2....1..3...2.48......73.6.....6.5....,27,40,14,2,0,0,0,0,0,Intermediate,
.8....49..5.6..............3..5...8.7.5..6...6...4.9.35....1.48.71...6....4.....5,24,48,9,0,0,0,0,0,0,Easy,
.....6.4.3...1..7.246......67..4.8...1.......8.....35..82...4.3........7..75.3.82,26,44,11,0,0,0,0,0,0,Easy,
..625...78.91..42...1...6.....98.2.......5.....56.1.984.....8.9...56............1,26,39,16,0,0,0,0,0,0,Easy,
.78.954..3...........7.86.....4.....79...28...3296.....4.6.........5..7...5...2.3,25,36,18,2,1,0,1,2,0,Expert,
4.57......93.....7.6....8...4..6...9..69..4....7.5..1..1....64....69.3.5...5.....,25,43,13,1,0,0,0,0,0,Intermediate,
2...1...71....24.9.....8.5.....8...2..12.7.8...34...........92.9...3..1......4..5,24,39,18,0,0,0,0,0,0,Easy,
5..8.26........438.......7..3.1.4.8......83...7.......7..3..51...8.1......52....6,24,47,10,0,0,0,0,0,0,Easy,
...53.7......4..91.659....3..7.5.418...........83..9.7.547...8.......3.4...8..67.,28,45,8,0,0,0,0,0,0,Easy,
....7....32..1..4.......236.4...8..36.3...9..91.3.68.........9...29...87...8...12,27,38,16,0,0,0,0,0,0,Easy,
.39.8......85.93....7.4.5......7.....1.4.5...4.6........479.1.6...3.........6...9,24,37,25,1,0,0,0,2,2,Expert,
..12.879...8.7.16.....1...2.8.7..4...4.1...232.64.3......8..2.64......17.........,28,58,13,1,0,4,0,2,2,Expert,
4...3....6....4132.1...2....67.9...49..3.1....5...63.....5...6...2.6..43......2..,26,31,24,2,0,2,0,0,0,Intermediate,
..764.............164935......7...61..9..2....1.....4....52...69..1.62.........3.,24,33,24,0,0,0,0,0,0,Easy,
.45..81.....7..2..9..1..45.....8....4...9...7..75...83.24............71.18.......,24,33,24,0,0,0,0,0,0,Easy,
8.............92.7...16.3.....2..7617..........2.8...35.7.1..8.38......61...9....,24,24,32,1,0,0,1,1,0,Expert,
.....63...1......2723...1....2...8..6....8.1...43.1.7...8......271.6..8..5......4,25,43,13,0,0,0,0,0,0,Easy,
..29.....8.....94...1.5...2758.....1.....2...9..7..358.35.7..8.179......4......1.,27,46,8,0,0,0,0,0,0,Easy,
6.7..2..9.8....7.2..18......2.5.......9....6.....78.2.....5.69...4...1..1......58,24,33,24,0,0,0,0,0,0,Easy,
..1.......8..56..9.3.1.8....2.89..1....7..39.....15...9.....623...27........3.7.1,26,41,14,0,0,0,0,0,0,Easy,
...37......2.69..1....21.5..56.3..8..9.8.5...73..1....86..9.......2....7........5,25,47,9,0,0,0,0,0,0,Easy,
....2.......9....2.9.38..5.8.......352.1...98..3....67...2.7....5.....1....6.3...,23,41,17,0,0,0,0,0,0,Easy,
..7..5.3...56..18..3.8..27....2.........58...7..3.9......7.....3.9182.5.1...936..,28,54,10,1,0,0,0,2,2,Expert,
.....857..3.2...1...4..7..84.....9.3.5..194...9.3......1................2.7....8.,22,49,10,0,0,0,0,0,0,Easy,
.........64....1..3.....2.6..49..5.....158........2.9.12.8..46.4..2.6.51.9..3.8.2,28,42,9,1,1,1,0,2,0,Expert,
..3..4716..972143.......2...1..9...54..26.....9...7.....7....4....17....5.....9..,26,68,16,2,0,2,0,4,2,Expert,
.5..76.8...2..5.6..7.4.....34.....58.1..........638...1....36..4..86...57.51.4...,28,41,9,0,1,1,0,3,0,Expert,
..7......16...3...84.1....9..8..9.3.....2.9.63....17.2...2.8...7....61..4...3....,25,49,6,0,0,2,0,1,0,Expert,
...6...8.....1..23......1.5..2.5.76..6.23......7....1.5....1...8.142..7.......4..,24,40,15,0,0,0,0,2,0,Expert,
.....71..2..5...8.983.....5...........531...8........1.2.7.3.4.8..4...527..95....,25,57,16,4,0,1,1,2,2,Expert,
71.....6.64..18.2.5.....8.....6....5.63.4..1.....2....85.7..........1.......5...4,23,56,10,3,0,1,0,3,2,Expert,
..1....7326....4....3.19....3..6....915.3......4......7......4...9.5.6..3..79....,24,43,13,0,0,0,0,1,0,Expert,
.....8......14..6.62......49..2.1......69583......3....1.9.4.5.5.....341........6,25,52,4,0,0,0,0,0,0,Easy,
..........7.....989....81.6.8......741......5...1.934....3.1.....8...67..37....5.,24,38,19,0,0,0,0,0,0,Easy,
......4.96.9.8..1...7.6...2....2693.9.1.....6.2......7.3.7........8..........4.2.,23,39,19,0,0,0,0,0,0,Easy,
47.1....23.92.76...2.3............9...5...4.7..2..5.3........1....73.94....9.4..6,26,43,12,2,0,0,0,0,0,Intermediate,
...2.3...812........7.98.5....62...7.79.........3.1...1.6..2....5.....7.....16..8,24,39,18,0,0,0,0,0,0,Easy,
...9.5.6.7..26.4...1.4....9..........5...69..6...7......5.2.3.7..2.931.41.7...6..,27,42,12,0,0,0,0,0,0,Easy,
..25....16.....3..4..21.85.......4.....6....33...4.....5.1.7...8...2...4..73..6..,24,42,15,0,0,0,0,0,0,Easy,
...7.6...8.6...1...9...4.3..8.6....13....7.647....39.8...5...43418.......7.......,26,39,16,0,0,0,0,0,0,Easy,
........72..........16...2.72..1.8.6.1..2.35.358....7....769...83...5..1.....8...,26,75,10,2,0,1,0,5,6,Expert,
6..83.........5......79.....1.6...9..9.5...76..8...5..3....1.5...69.21.7......8..,24,45,11,1,1,1,0,1,0,Expert,
..38..41...6...8...8....5.3..2...6.5...346.2.....5..41.....9....1.62.93.....35..6,28,56,12,1,2,3,0,2,2,Expert,
7.........29.....613.......6..4.8.1.9.2....4..8...12....3.67..287.2........94..83,27,54,0,0,0,0,0,0,0,Simple,
.1..5.....8.9..1...9..47..5..5..4.6.......4...6.....97.......5.678.....4..9...612,25,48,8,0,0,0,0,0,0,Easy,
.....67..79....3.63...728..83.12.6....2..795...............91..26...1.....5.8....,26,48,7,0,0,0,0,0,0,Easy,
.9.4.3.8.3.......4....9.6.........9153....26..8....5.362..5.81..5.......9.1.62...,27,43,11,0,0,0,0,0,0,Easy,
....79.......2......23.5.79.......6.37...8.1.8...562..1..5....72.9.....1...8.2..3,26,41,14,0,0,0,0,0,0,Easy,
.....8.4...635...2..2...8.......61..8.5.24.36.9.....8.......6......42.5....9.5..8,25,50,22,1,1,2,0,2,2,Expert,
..........4..2...7..2..73..2.6.984.5.793..68...8....2...57...6...7546........9...,27,44,10,0,0,0,0,0,0,Easy,
.....1.45547.3.....8..9.3...3.75..1.........9.5..4.8........1........42..9...2.3.,24,45,12,0,0,0,0,0,0,Easy,
.9.4..5.8.7...84.....9.......3.41...8...3......1...27..8.....49...7...........815,23,44,21,3,0,2,0,3,2,Expert,
..9.....37..3....4.1.9.6.2.94...5..............1.72.....2..1.95..3.6.4...7.2.....,24,39,18,0,0,0,0,0,0,Easy,
...7......2..58.9.47....2....4.........1.........9.7811..9..5.....3...2973.2...48,25,44,12,0,0,0,0,0,0,Easy,
...42....8......6..571......49..6..7..59..4..2...5......1.4.579...591.2....8.....,26,38,17,1,0,0,0,0,0,Intermediate,
8.6......2734..........2..7..8.69.7.....25..6..5...2.......73...97.8..4..6..9....,25,39,16,0,1,3,0,1,0,Expert,
3....6..7.62.534..58.94..3.....2.....93............548......28.....3...5.2......9,25,52,13,1,0,0,1,4,2,Expert,
..5..2.....17..5.6.......87.543....8..6.2..1......72..6.8.5..3....4..152.........,25,37,19,5,1,2,0,0,0,Intermediate,
.7..2...1.8..1...7..2...48...6....2.4....7...........3269.8..7.7....3.9......48..,24,82,31,2,0,1,0,8,10,Expert,
..71..9...9.85..............5.97....9.....7.68...3.5..3.2..1.5....69.3.......5.87,25,41,28,0,0,1,0,2,2,Expert,
.58...9......17...74.....5....4....8219..5...4...6.....7...18.4...27....1....9...,24,37,20,1,0,0,0,0,0,Intermediate,
23............8.1......76.4......7.8.18.56....5.........2.34...6.57.....3..1..46.,24,34,23,0,0,0,0,0,0,Easy,
.2837..1..1...478.7.49...........231........4......5.....72.8.5....8..2.9..4.....,25,41,15,0,0,0,0,0,0,Easy,
..9.435.8.........2.....69..5.6..........8..16.......44..3..2....5....8....194...,22,37,22,0,0,0,0,0,0,Easy,
.4...1.5.61............3...........6.3.5.7..89.....31.47..9816.....4...9.5....4..,24,31,25,0,0,1,0,1,0,Expert,
.2..6..89..........349..25..69...........24.....4..693.9....7.5..7....248.5......,25,42,14,0,0,0,0,0,0,Easy,
...632..7......1......15.9...9...........3.5..76........5..4.1.7...21.6.3...5942.,25,50,6,0,0,0,0,0,0,Easy,
...7.32...2..9.54......29.1...5.4....6....7.....13.....42..7.39.7....4..6....9...,25,50,6,1,0,0,0,0,0,Intermediate,
..9....34......19.......7.6..6.31....1...5..73.2..645..9..7...5.6....2...7...391.,27,49,3,1,0,0,0,2,0,Expert,
4...9...2.8..6.4..5.........78..5.6..1...27....28........4..6..........5..1..8.9.,22,37,21,1,0,3,0,1,0,Expert,
........11....794......4...6...8.7....1....9694..7.3.23....1.7..8.....2...692...3,26,51,14,0,1,1,0,2,2,Expert,
61........57.1.6....4.8.......7...215.8.21....9.5.4..89.1.......2....7......4.1.6,26,44,11,0,0,0,0,0,0,Easy,
......3.9...6.1........8...9.5...43.84.2...9...1...5.2....6.8..3564.2.....2.15...,26,48,7,0,0,0,0,0,0,Easy,
........55....9..6....82......3...799.....5...2.6....3.43.58..185...6.2..6.2.34..,27,41,13,0,0,0,0,0,0,Easy,
2............6...1.....84......527.4.1.3.........87.6.7...1.65...8.34.2...6.....3,24,44,13,0,0,0,0,0,0,Easy,
6.913.....72965........2....1..9.7........21..3.8.7.5...8......5.1.83...72.......,26,47,8,1,0,0,0,0,0,Intermediate,
37...5.6.5.98.............2.8.49..........735....2......7..8.4....7.2....6.94.3..,24,46,11,0,0,0,0,0,0,Easy,
....1...44.9.6.......5.....8.46....71.63.....7...4...96.1..3.7......8.65..89.....,25,40,16,0,0,0,0,0,0,Easy,
.....4.3.5....6..14.3....67...8......2.371.8.....5......4187....1.4.59....6......,25,60,12,1,0,2,0,2,2,Expert,
.17.5.9...4...2..7.9....8.......5......71...2...........4..7.3..239...5...5..821.,24,51,6,0,0,0,0,0,0,Easy,
3.1.....549...8.....63..1..1.3.6..94.....5...5.94...6....9..........3.1....546.29,27,34,20,1,1,1,0,0,0,Intermediate,
.74....3.5....2...8.37..1.5..745....43.97.....5...8......3.4.....2.....8.48.91...,27,51,3,0,0,0,0,0,0,Easy,
.....9.4.....6..317.......61...58...9..31......8.763.5..4.......5..3...8...6...57,25,46,10,0,0,0,0,0,0,Easy,
........2....15..6...7.....3......7..15..2.....61.4....2..4...9.43..1.5.6.95..14.,25,65,25,3,0,1,0,8,8,Expert,
2............3495...9.........7...4.3.1........59....2.6...15...5....2.19.4.6...7,23,41,17,3,0,1,0,0,0,Intermediate,
......3...7...1.4......8.2.3.....89.4..68.73....1.....8..4...1...4.3..792.3.....6,25,28,28,0,0,0,0,0,0,Easy,
.......46......3..3.1.542....52.6..9.86.9.....1.3....4.......2.........3...6.2851,25,46,10,1,0,0,0,0,0,Intermediate,
843..1.5.......9...1..32...62..5......9..68.....3....5.819......65.1..........2..,24,46,11,0,0,0,0,0,0,Easy,
..91......7.......3.8.........74..2.1...52..34.5.91.7..8.5...........2..5.14..8..,24,52,5,1,0,0,0,0,0,Intermediate,
....93...3..6.2.48.4.85....7.923....6..7...2.......49.8..3....2....8.37.......8..,26,47,8,1,0,0,0,0,0,Intermediate,
.73..2..92....1.5..6........9.6...71....5.9.6..2..3..415...7...427...6...........,25,45,11,0,0,0,0,0,0,Easy,
..6..4...754......92.......56.4....2..367.89...9..5.74....8..5.68.9.....4.2.5....,28,51,2,0,0,0,0,0,0,Easy,
.......3419....78.63..48.5....3......85.17.9.....54....7..3.1...6.9.1......4..5..,27,36,18,0,0,1,0,0,0,Intermediate,
2..87..698...9..5...5.2..4.7..5................1742......6....5..8..1...42......6,24,65,18,3,2,0,0,3,2,Expert,
3...6.8.2...2.4....1.7......6.3..72.4.7.....5.35..1.....35.........1..6...4....1.,24,34,23,0,0,0,0,0,0,Easy,
..32..5..5....9.17....4...........29..6...4...9.....7....572.9..7......563.......,22,34,25,0,0,6,0,0,0,Intermediate,
......618..1....9.......4...1.8...6..8..935..6.4....79..9..8.......563.....14..8.,25,43,13,1,0,0,0,0,0,Intermediate,
.5....27.7..36..4.....1....5.67.9....1.....6.......4..9..1....5....3.....4...5.92,23,55,20,4,0,2,0,4,4,Expert,
...73...6..4....9.65...8..4.35.29......3..2..9.8..6.7........4...72...8......3...,24,39,18,2,0,0,0,0,0,Intermediate,
53.18.2....64.3.5.....9...4.6...438..1.....2....3.......89..6...43..............9,24,41,26,2,0,2,0,4,2,Expert,
.9.7.......1...83.8....192.........21...38.763...5..189..815...7.52..............,26,45,7,4,0,4,1,3,0,Expert,
..15....6....2..........71.9.....37..8.3....5.2..1....5..876..383............59..,23,231,36,4,2,8,1,23,38,Expert,
..5.....67......1.49......7..8..31......57.3..6.9...2....3.5..8.....6.9....2...53,24,44,10,0,1,6,0,3,0,Expert,
.5....2..83......7..9...38.19..7.8.........123........7..6.95....1.257..52....13.,27,38,16,0,0,0,0,0,0,Easy,
.3.9...828...4...1...5......23.95.18..8...6.3..6.2.4.....319.4....25.............,26,49,6,0,0,0,0,0,0,Easy,
4.....9.7..3.......71.....694...........1.6...8.....32....4.76.7..1.9....243.81.9,26,36,24,4,0,2,0,3,2,Expert,
8..3.64.1..7..4........1.82.2....8....9.12.4.361.8..29.......9....6.....93......6,27,37,17,0,0,0,0,0,0,Easy,
1.6..94.2.293..6..8...........64....4......5..6.2....9.9..3...5....9.1.438..2....,26,38,17,0,0,0,0,0,0,Easy,
..9...........14..53....29.47..9..5.1..78.3.4..3........2....3..8....9..75..4....,24,40,17,1,0,0,0,0,0,Intermediate,
1...2.6...5.41...7........854.....83...5...24.387..5.......1.....284......6.5...1,26,28,27,2,0,0,0,0,0,Intermediate,
.......96..6...8.........1.....7.2..6..4..9...48.2..5.2....75..91.28..7.5....6..2,25,45,11,0,0,0,0,0,0,Easy,
..9...6.531..9..4....51.....6...7.3..4...6.........8.....9..76..5.3....4..1.74...,24,39,18,0,0,0,0,0,0,Easy,
.284....75......2.....98....87.1....642...8................6.52..578.4.6.6...2...,25,90,26,4,0,3,0,7,8,Expert,
...35.....1....56..6..1..4......5..75....2...7..96.3......7.236...29.1....4......,24,42,14,1,0,1,0,1,0,Expert,
....781.....2....8....1.7...42......16.8....5.7.42....6....14594.....81...7.....6,26,35,20,0,0,0,0,0,0,Easy,
...2.....4.2......8........5...1..8..7..3.51....4....7....5.1...1.8..67563......4,23,52,6,0,0,0,0,0,0,Easy,
.9..8.........1.53..54.....8..3....1....28.....46..3.96.9...1....319.4...5.......,24,53,23,1,0,0,0,2,2,Expert,
...9...82.2..3....6..8........2..7.....367.95....5.1.8.91..6.3..67..3.....2...8..,26,46,9,0,0,0,0,0,0,Easy,
.8..7..9........4.5.1......15.64.78..7...835.4.....9......8.....9.1..56...7.....3,25,47,9,1,0,0,0,0,0,Intermediate,
.1...6..8.4..8395.5..1.9.....1.6..4.7..9...3..3...47.6.....5.........57...8......,25,46,10,0,0,0,0,0,0,Easy,
..7.5....19....47.4...6..1..5..2...6...1...2..........7...9.1842....69........7..,23,34,24,0,0,0,0,0,0,Easy,
.5...4.1.1.65..2....46...5....2....8..1..3...37..6...1...85...2..7........3..2.7.,25,38,18,0,0,0,0,0,0,Easy,
4..93.7....87....15....4..........3......6.94..1...6.7....9..1636...1.75..9..5...,26,48,6,0,0,0,1,1,0,Expert,
..1...36...8.7..4.....319.88.42..1...96......2...9......94.....1...67...47...3...,26,43,12,1,0,0,0,0,0,Intermediate,
.....61.7.26............8..2.9.....3..1..9286...15....578......6..23.....3.5....1,25,46,10,0,0,0,0,0,0,Easy,
3........8.6..9.4.....5.6..1........2.94.5....5.93.....8..6....9..38.4.6.14.....2,25,45,11,0,0,0,0,0,0,Easy,
.4..9....3.7.....5.6.3..14...3..........8..69..4.5.837.....5.9..15...4........6.8,25,56,0,0,0,0,0,0,0,Simple,
4.865.........8.4..5..3...12..8.3.....94.26.....1...2...4...29........3.6..9..5..,25,39,17,0,0,0,0,0,0,Easy,
9.......45.1.4...........7...9..5.2..2...481.4..8.1.5.1.675.2...8..6...7.........,25,33,23,0,0,0,0,0,0,Easy,
..85....19...28.4...5..7..2...61....459......6...7....1.6.8..9..2...........6...7,24,47,10,0,0,0,0,0,0,Easy,
.........4.3..8.6..78.52.1....4.1.......7...4......236...8....2.....6...7.6.158..,24,44,13,0,0,0,0,0,0,Easy,
..13.59....71.2...2.47....3.9......4.....3.........2........7...4.5...92..2..781.,24,54,3,0,0,0,0,0,0,Easy,
.9.87.........1.....1..6...........763..8.1...87419.3.....5..1..75....93.1394.86.,29,38,12,1,1,0,1,2,0,Expert,
.12..5..............3..28.157...36......6...51.8.4..3..3..862.......1..6...7....4,25,81,9,2,0,1,0,4,4,Expert,
.7.94..82..251....4....3...9.........184....95.4......897....3...3..841.......9..,26,56,16,2,0,3,0,3,2,Expert,
8....1.63..94..8.16............6...49.63..2.7..17283.....1.....4.7.....8....7....,26,44,16,2,0,0,0,2,2,Expert,
87.....3.......8.4..2...7..95.8...4.6.....9.24..3.....5......7..8..7...3...432..5,25,30,25,0,1,0,0,1,0,Expert,
..8......4.....2..7.......3.....263.38.6.4..9....7.1.........2..37.21.98.4...9..7,25,54,18,0,0,2,0,2,2,Expert,
..............4...6.5.8...44.29.1..5.96....2..8.4...1.3....8...9.....25..1..65.9.,25,41,15,0,0,0,0,0,0,Easy,
8....2...7.5....89......7.....57.2.6..7..84....42.6.9..3....9....8...32.....5..6.,25,36,20,0,0,0,0,0,0,Easy,
.926..4..4..2.9.5...8.7......4..1.8...5...6.2...8...9.......1..1.6.....7.2......4,24,40,17,0,0,0,0,0,0,Easy,
....6....674..8.5.8.2..3......28.....5.1..3.87..3.6.1.5.........13..5.....86.4...,26,51,4,0,0,0,0,0,0,Easy,
7.6.....48.4..3...5....2.8.45.3..97.6....5428..9....3..6..5...2.4...6...3.8......,28,55,12,0,0,1,0,4,4,Expert,
3.......6...2.45..754......84.......2..1...64.6....1..53.7.6.42..25...1....4.....,26,31,23,0,0,2,0,1,0,Expert,
....5.......8...64.5..34..1..1.7..8..4...93..3....61.5......47.......6..9.8....5.,24,56,1,0,0,0,0,0,0,Easy,
..1.....4.5.98....8.......36.5....7....43.....3..65..91..5......84..6....79.43..6,26,80,30,3,0,2,0,9,14,Expert,
.......2912.............15....8.....5.7.2.3..89.4.....7.....4.3.8..5.7..4.39.8.1.,25,42,14,5,0,1,0,0,0,Intermediate,
....93..8.5.8.2.......7..6..7.95...6......4.....4.8..989.2...373.7.....5.2..6....,26,47,6,0,1,1,0,2,0,Expert,
.8.9..3.......376...47.....76...2..3....7.9.2..28.5..64..3..2..............564.8.,26,45,10,0,0,0,0,0,0,Easy,
.......98.36...4.....8..2..1..5..6..9.3.26...4.2..1.........826.......3.3.8.6...1,25,47,9,0,0,0,0,0,0,Easy,
..1....3.4...7.2..6..4...871.......8..92...7.......6...849.1.....2..69..7.......1,24,66,25,3,0,2,1,5,6,Expert,
..5.....7.....2..3......5..69...87.....3....17.8.6...992.61..3.1..2.........73...,24,44,13,5,0,0,0,0,0,Intermediate,
.2..6.487...8...3...4.2.........3...84.17......164....6..9...2.....8.....72...61.,25,53,3,0,0,0,0,0,0,Easy,
2...4.37.375....6.8......95.....8........67.8..43..95.............7..6...639.4.8.,26,69,11,0,1,0,1,4,6,Expert,
6.2......8.5......7........9.81..35..5...2.9...16..8....7.....8...2.9..5.6.8..7.1,25,45,11,0,0,2,0,0,0,Intermediate,
....3.7.864.......7....6.122.........15462...4.75.....3...2.....5...8.27..81.....,26,50,5,0,0,0,0,0,0,Easy,
..9.1...381.....5.3.57..2.........9.5......78......1.2.97.......2.8..915...4...3.,25,45,11,0,0,0,0,0,0,Easy,
9...8..37.2..9...68..5.39...7.............563.46.....8..8....4..5.8.....2346....5,27,53,19,1,1,2,0,2,2,Expert,
9.12..8.6.....7...6...5...9..97...12.....2.....2..8..7......9.1.7.5..3....5.8....,24,44,13,0,0,0,0,0,0,Easy,
...428.........7...4....892..32.9.6....8..2.55...6...3...3....9.97.84.......7.5..,26,47,8,0,0,1,0,0,0,Intermediate,
.71.9.2....2.1.34.4..2..........9...7.3..1...2.83..9..3.7.824....9...6...4.6.....,27,40,13,1,1,0,0,1,0,Expert,
....156..5..6...3....8..14....3...8...1.4...6..92..3...5.4.8...3.8......6.....2..,24,29,27,0,0,0,0,1,0,Expert,
8..6......2..1...56.13.5...9.6.......1.95......4..8.2....8.....18.....32...523.48,27,49,5,0,0,0,0,0,0,Easy,
.25....1.1.3..8.6...819.2.5..1.6..2.6....53.....91....38..5.6.........4.......9..,26,42,18,0,0,1,0,2,2,Expert,
9....1..6.8..6.5.76...53.2.1.......3....7.......2.87....9...365...8...9...6......,24,33,24,0,0,0,0,0,0,Easy,
...2.5.37.5.7.3.......9.........2.7.9..45.2..6........3.91...46.4..........64..93,25,43,13,0,0,0,0,0,0,Easy,
.6.4.7.5.3..5..1.4....1.7294.2.9.3....6.....5519.....7...3..........4..2..5......,26,53,2,0,0,0,0,0,0,Easy,
.....7...3....51....7.9643..8.76.39..96.......1....7.5....4.8.74.....95...1......,26,50,7,0,2,3,0,3,2,Expert,
..9........8..2.31.2..51....3...81.5.65.2.........9..2...26.37.......5......8...9,24,39,17,4,0,2,1,1,0,Expert,
.5.37.84.3..41..5.......7.3.4.2....81....9.....25.4.1...........27..5....85......,25,47,9,0,0,0,0,0,0,Easy,
.625...14..9.4.52......39..6.8....92..4.......1......53...2....9.6..8...1...3.4..,26,34,21,0,0,0,0,0,0,Easy,
.7.............54.5.47..8.1..74.51.8.....19..8..9.....6.5......2.1.6..........4.9,24,31,26,0,0,0,0,0,0,Easy,
.9..825.6.387..9.2....3...7.....6..58.6......372...6.......7.4..8...9...2.7......,26,52,15,1,0,5,0,5,4,Expert,
..19...352.9.3...7.5...1...4.......1..23..9.....298...7.....85....7......4.......,23,53,13,2,0,1,0,2,2,Expert,
.9.3...5..74.....35.......1......6.......5.9.4........65..8.7.49..7.156...8.4..1.,25,53,3,0,0,0,0,0,0,Easy,
...4.81...1..5.673....1..82...5.........6......68..3.5..1..7..63.762.5..8.....7..,27,44,9,1,0,0,0,1,0,Expert,
4.9..5........8.......765..24....95.........15.7...28.6..1.......87..1...71...4.6,25,39,17,2,0,0,0,0,0,Intermediate,
...95.4...47....2...97.48.5..2..9.....4.3..........5....3.2.7.8.1.4..2......17.9.,26,65,19,2,0,0,0,4,6,Expert,
7......1.....8...9......5....79.23.1..6..8..2.5.7..6....8.9....1....5.2.62...78..,25,32,24,0,0,0,0,0,0,Easy,
8....47...7..8..2....3...4.4.12......3.89...............5....7.29.57...31..9..58.,25,138,21,2,0,5,0,13,18,Expert,
2..6..71..7..3.6......94..24.1...9.7.9...523.7....2..1.....9.............17.2...5,26,52,16,0,0,0,0,2,2,Expert,
.14632....5..............9.7...4.1.5..3....7.5..3.6....3...96..2.......4...5.3...,23,45,13,0,0,1,0,0,0,Intermediate,
...6.2...........6.2189....9..58.3.7.8..2.5..........9......935..53..1....291.8..,26,37,18,0,0,0,0,0,0,Easy,
...36.5.1..35...2.8....26...2..564........2.6...4.......5.7.1.3........7...684...,25,43,12,2,0,2,1,1,0,Expert,
...14.....6..5.4.71....7..5.7...6.9....2..3......15..26..473.........9.......2..6,24,49,8,0,0,0,0,0,0,Easy,
.9..35......61....1.6..8.35......5...13.......8..9...6......2....7.6...1.68..79..,24,39,18,0,0,0,0,0,0,Easy,
4.......66.9...8.4...7..2...4.......7..6....8.92....37..1.43...2.......9.34....81,25,41,15,0,0,0,0,0,0,Easy,
.........6321...4..7.5..2.33.1...7......594..5......9.7...9...4.4..2.31........2.,25,32,22,1,0,0,0,2,0,Expert,
........4...3..7....9417.6....69..5.3.5.......1...849.....6..1..5.1..986...9....7,26,49,6,0,0,0,0,0,0,Easy,
.87..6....6..98...9..1....6.7....93.2..9..56.....237....56......9.8.5.......1..2.,26,43,12,0,0,0,0,0,0,Easy,
.87.9.1....9..18..5....37........5.....7.96.........3..9..1.4.71..9....6.74.38.5.,27,34,20,1,0,0,0,0,0,Intermediate,
...7.......4.2..83......5...95....4..2.95.3.1..8..47...7.1....81....2.....2.79..4,26,42,13,1,0,1,0,0,0,Intermediate,
5......46..........4..91.5....3....71.87.........1.9....9..68.5.37....6...6...17.,24,39,18,0,0,0,0,0,0,Easy,
9.......2..1........39.8..5..623..8.....871...5.6.9..7.1........65...2..8.93..7..,26,43,12,0,0,0,0,0,0,Easy,
..17.65.....41....48.....6.3....5.4............73...827......31.......5.1.2.3.4..,24,38,19,1,0,0,0,0,0,Intermediate,
......6.4.5.8........517....2.4........382.4........75.....4.3..17.....654...1.2.,24,47,10,0,0,0,0,0,0,Easy,
2.87....9..3.6..12.....17..1.....2.668...9.....75......29.5....8.......37.6....51,27,62,22,1,0,3,0,2,2,Expert,
.......1...47.12.882........6.4....2.....7.6.34...57...3..14..7...623....8.......,25,84,12,2,1,1,0,4,4,Expert,
.72...6...13....49.9.1.2...........5...4....1...95.7...5.....67..1.36.....7..13.4,26,53,21,2,2,2,0,4,6,Expert,
4.....8.....89...2....3....1...4.3.6.............687.4.2..714..84.9..6.7.316....9,27,42,12,2,0,0,0,0,0,Intermediate,
...........92......31..48...1...234.78....5.....15...7..3......92.5........47..29,24,38,19,0,0,0,0,0,0,Easy,
